Time,Gx,Gy,Gz,Ax,Ay,Az
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.240112,0.089767,9.574234
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.357361,0.019165,9.322983
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.265244,0.031128,9.373230
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.238922,0.093353,9.255981
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.167130,0.175903,9.016693
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.181488,0.178299,8.965256
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.127655,0.183075,9.233246
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.145599,0.149582,9.528763
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.236526,-0.010742,9.681900
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.425552,-0.064590,9.747711
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.566742,-0.074158,10.064758
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.801239,-0.099289,10.465561
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.834732,-0.128006,10.665359
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.760559,-0.102875,10.588791
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.666046,-0.045441,10.190384
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.611008,0.065826,9.753693
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.487778,0.100525,9.567047
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.594254,0.171112,9.580215
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.565536,0.201019,9.589783
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.636124,0.095734,9.496460
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.569122,0.106506,9.303833
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.410004,0.161545,9.374420
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.436325,0.107697,9.605331
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.493759,0.208206,9.952286
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.753372,0.338608,10.388977
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.393250,0.033524,10.183197
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.419571,0.446289,10.244217
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.337021,0.412781,10.137741
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.577499,0.460648,10.018097
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.332245,0.162735,9.574234
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.457870,0.439102,9.570633
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.162354,0.463043,9.488083
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.270020,0.585068,9.480911
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.005157,0.490555,9.368439
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.047485,0.757355,9.214111
